codigo_puesto_unico,zona_codigo,puesto_codigo,nombre_puesto_dashboard,nombre_puesto_base,nombres_puesto_base_variantes,nombre_puesto_ideca,nombre_sitio,localidad_codigo,localidad,direccion,latitud,longitud,estado_geocodificacion,fuente_geografica,templo_principal,total_testigos,lideres_activos,beneficiarios_mesas_trabajo,referidos_activos_lideres,lideres_ref_0,lideres_ref_1_5,lideres_ref_6_9,lideres_ref_10_mas,pct_lideres_activos,pct_beneficiarios_mesas_trabajo,numero_puesto_ideca
160010159,01,59,Colegio Usaquén Sede B,COLEGIO USAQUEN SEDE B,COLEGIO USAQUEN SEDE B,Colegio Usaquén Sede B,Colegio Usaquén Sede B,01,Usaquén,AV CRA 9 # 146 - 40,4.724384171999986,-74.03213258699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CEDRITOS,9,9,3,70,1,2,2,4,100.0,33.3,59
160010160,01,60,Colegio Anglo Colombiano,COLEGIO ANGLO COLOMBIANO,COLEGIO ANGLO COLOMBIANO,Colegio Anglo Colombiano,Colegio Anglo Colombiano,01,Usaquén,AV CRA 19 # 152 A - 48,4.735146106999991,-74.04392640499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,28,26,4,196,5,10,4,7,92.9,14.3,60
160010161,01,61,The English School,THE ENGLISH SCHOOL,THE ENGLISH SCHOOL,The English School,The English School,01,Usaquén,CLL 170 # 15 - 68,4.749559755000007,-74.03846603300002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,4,4,0,18,1,1,2,0,100.0,0.0,61
160010162,01,62,Unisanitas 170,UNISANITAS 170,UNISANITAS 170,Unisanitas 170,Unisanitas 170,01,Usaquén,CLL 170 # 8 - 41,4.7472734259999925,-74.02720537699997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,5,5,1,30,0,2,2,1,100.0,20.0,62
160010201,02,01,Parqueadero,CHICO NORTE,CHICO NORTE | COLEGIO NACIONAL SUCRE | COLISEO DE LA LUNA | ESCUELA JUAN XXIII | I.E. GENERAL SANTANDER | I.E. JHON F. KENNEDY 16 DE JULIO | IE MARISCAL SUCRE | IE TEC COL NAL PINILLOS | MEGA COLEGIO,Parqueadero,Chicó Norte,02,Chapinero,AV CLL 100 # 16 - 75,4.685075567000013,-74.04965463600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - PRADO,12,8,0,41,5,1,0,2,66.7,0.0,1
160010202,02,02,Parqueadero Olímpica,IE LA ARMONIA,C.D.I. LA LUZ | CHICO RESERVADO | COL CARLOS LOZANO Y LOZANO | COLEGIO CHAMPAGNAT SEDE PRIMARIA | COLEGIO JOSE EUSEBIO CARO (BLOQUE NUEVO) | I. E. S. UNILLANOS SEDE SAN ANTONIO | I.E. EL ROSARIO SEDE CENTRAL | IE GENERAL SANTANDER SD MI TIERNA EDAD | IE LA ARMONIA | IE MPAL LICEO SUR ANDINO-SD PRINCIPAL | INST.EDC.20 DE ENERO,Parqueadero Olímpica,Chicó Reservado,02,Chapinero,CLL 97 # 10 - 45,4.679733713000019,-74.04422465800002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FONTIBÓN,14,13,2,41,5,6,1,1,92.9,14.3,2
160010203,02,03,Liceo Francés Louis Pasteur,COLEGIO PANAMERICANO,CHICO LICEO FRANCES LOUIS PASTEUR | COLEGIO PANAMERICANO | ESCUELA BLANCA SAENZ | IE TECNICO INDUSTRIAL | INEM CARLOS ARTURO TORRES SD CENTRAL | JARDIN INF VILLA MARCELA | U.P.T.C.,Liceo Francés Louis Pasteur,Chico Liceo Francés Louis Pasteur,02,Chapinero,CLL 86 # 7 - 40,4.666711980000002,-74.046773557,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,7,5,1,8,3,1,1,0,71.4,14.3,3
160010205,02,05,Universidad EAN,UNIVERSIDAD EAN,IE LEONIDAS ACUÑA SD RAFAEL VALLE MEZA | UNIVERSIDAD EAN,Universidad EAN,Universidad EAN,02,Chapinero,"CLL 79 # 11 - 45 / 
CRA 11 # 78 - 47",4.663431076999984,-74.054800253,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,3,2,1,25,0,0,1,1,66.7,33.3,5
160010206,02,06,Universidad Sergio Arboleda,UNIVERSIDAD SERGIO ARBOLEDA,UNIVERSIDAD ANTONIO NARIÑO | UNIVERSIDAD DE CUNDINAMARCA | UNIVERSIDAD SERGIO ARBOLEDA,Universidad Sergio Arboleda,Universidad Sergio Arboleda,02,Chapinero,CLL 74 # 14 - 14,4.660894644999985,-74.05979578900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,10,8,3,19,1,6,1,0,80.0,30.0,6
160010207,02,07,Universidad Pedagógica Nacional,UNIVERSIDAD PEDAGOGICA NACIONAL,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidad Pedagógica Nacional,Universidad Pedagógica Nacional,02,Chapinero,CLL 72 # 11 - 86,4.657867382000006,-74.059299893,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,6,6,2,32,0,5,0,1,100.0,33.3,7
160010208,02,08,Colegio Distrital Simón Rodríguez - Sede B,GRANADA COLEGIO SIMON RODRIGUEZ SEDE B,CC ECOPLAZA | GRANADA COLEGIO SIMON RODRIGUEZ SEDE B,Colegio Distrital Simón Rodríguez - Sede B,Granada Colegio Simón Rodríguez Sede B,02,Chapinero,CLL 65 Bis # 4 - 90,4.6483962589999805,-74.056648629,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,2,2,0,4,0,2,0,0,100.0,0.0,8
160010209,02,09,SENA,SENA CALLE 65,COLEGIO JOSE JOAQUIN CASAS | I.E. SILVINO RODRIGUEZ SD MANZANARES | SENA CALLE 65,SENA,SENA CLL 65,02,Chapinero,CRA 13 # 65 - 10 Entrada Parqueadero,4.651756260000013,-74.06288077300002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,6,4,1,25,1,2,0,1,66.7,16.7,9
160010210,02,10,Fundación Universitaria Konrad Lorenz,UNIVERSIDAD KONRAD LORENZ,ESC REFUGIO INFANTIL | I.E. VIDA NUEVA | UNIVERSIDAD KONRAD LORENZ,Fundación Universitaria Konrad Lorenz,Universidad Konrad Lorenz,02,Chapinero,CRA 9 Bis # 62 - 43,4.64841756200002,-74.06145695999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,7,6,3,138,1,0,2,3,85.7,42.9,10
160010211,02,11,Parqueadero SENA,SENA CALLE 52,CENTRO  COMERCIAL CENTRO CHIA | SENA CALLE 52,Parqueadero SENA,SENA CLL 52,02,Chapinero,CLL 52 # 13 - 65,4.639026453999975,-74.06613584299998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,7,7,2,60,2,1,1,3,100.0,28.6,11
160010212,02,12,Universidad Piloto de Colombia,UNIVERSIDAD PILOTO,UNIVERSIDAD PILOTO,Universidad Piloto de Colombia,Universidad Piloto,02,Chapinero,CRA 9 # 45 A - 25,4.632772357000022,-74.06547382100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,4,4,1,38,0,1,0,3,100.0,25.0,12
160010213,02,13,Colegio Distrital Campestre Monteverde,COL CAMPESTRE MONTEVERDE SAN LUIS SD A,COL CAMPESTRE MONTEVERDE SAN LUIS SD A,Colegio Distrital Campestre Monteverde,Colegio Campestre Monteverde San Luis,02,Chapinero,CRA 5 C Este # 98 A - 55,4.670209741000008,-74.02153895200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,22,21,15,101,10,7,1,3,95.5,68.2,13
160010214,02,14,Colegio Distrital  Simón Rodríguez Sede A,COLEGIO SIMON RODRIGUEZ SEDE A,COLEGIO COOPERATIVO EUGENIO DIAZ CASTRO | COLEGIO SIMON RODRIGUEZ SEDE A,Colegio Distrital  Simón Rodríguez Sede A,Colegio Simón Rodríguez Sede A,02,Chapinero,CLL 69 # 11 - 27,4.654052439999987,-74.06109617700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,4,4,0,31,0,1,1,2,100.0,0.0,14
160010215,02,15,Universidad Distrital,UNIVERSIDAD DISTRITAL,UNIVERSIDAD DISTRITAL,Universidad Distrital,Universidad Distrital,02,Chapinero,CRA 8 # 40 B - 62 / 64,4.62818951600002,-74.06579504799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,5,4,1,10,0,4,0,0,80.0,20.0,15
160010218,02,18,Vía Pública Salón Comunal Paraíso El Tropihueco,SALON COMUNAL PARAISO EL TROPIHUECO,SALON COMUNAL PARAISO EL TROPIHUECO,Vía Pública Salón Comunal Paraíso El Tropihueco,Salón Comunal Paraíso el Tropihueco,02,Chapinero,TRV 1 Este # 40 B - 90,4.626993922999986,-74.060582716,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,1,1,0,6,0,0,1,0,100.0,0.0,18
160010220,02,20,Colegio Bethlemitas,BETHLEMITAS-CALLE 65,BETHLEMITAS-CALLE 65,Colegio Bethlemitas,Bethlemitas - CLL 65,02,Chapinero,CRA 5 # 65 - 55,4.648856835999993,-74.05779338299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,8,8,5,238,1,1,1,5,100.0,62.5,20
160010221,02,21,Universidad Santo Tomás,U. SANTO TOMAS CLAUSTRO,U. SANTO TOMAS CLAUSTRO,Universidad Santo Tomás,U. Santo Tomás - Claustro,02,Chapinero,CRA 9 # 51 - 11,4.63799437199998,-74.0642537,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,5,5,2,47,2,0,0,3,100.0,40.0,21
160010222,02,22,Universidad Santo Tomás,EL AQUINATE U. SANTO TOMAS,EL AQUINATE U. SANTO TOMAS,Universidad Santo Tomás,El Aquinate - U. Santo Tomás,02,Chapinero,CRA 9 A # 63 - 28,4.64918086900002,-74.061413899,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,11,11,4,43,4,4,1,2,100.0,36.4,22
160010223,02,23,Colegio Nuevo Gimnasio,COLEGIO NUEVO GIMNASIO,COLEGIO NUEVO GIMNASIO,Colegio Nuevo Gimnasio,Colegio Nuevo Gimnasio,02,Chapinero,CLL 81  # 11 - 71 / CLL 80 # 11 - 70,4.664884249000011,-74.054614937,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,1,1,1,12,0,0,0,1,100.0,100.0,23
160010224,02,24,Universidad Católica de Colombia,UNIVERSIDAD CATOLICA,UNIVERSIDAD CATOLICA,Universidad Católica de Colombia,Universidad Católica,02,Chapinero,CRA 14 # 47 - 44,4.634848981000005,-74.06707902099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,5,5,2,28,1,2,1,1,100.0,40.0,24
160010225,02,25,Universidad de La Salle,UNIVERSIDAD DE LA SALLE,UNIVERSIDAD DE LA SALLE,Universidad de La Salle,Universidad de La Salle,02,Chapinero,CRA 5 # 59 A - 44,4.644731879000005,-74.06006505099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,3,2,1,22,1,0,0,1,66.7,33.3,25
160010229,02,29,Universidad Área Andina,UNIVERSIDAD AREA ANDINA,UNIVERSIDAD AREA ANDINA,Universidad Área Andina,Universidad Área Andina,02,Chapinero,AV Caracas # 69 - 44,4.6559558160000165,-74.062303004,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,2,2,1,24,0,0,0,2,100.0,50.0,29
160010231,02,31,Universidad Javeriana,UNIVERSIDAD JAVERIANA,UNIVERSIDAD JAVERIANA,Universidad Javeriana,Universidad Javeriana,02,Chapinero,CLL 40 B # 5 - 37,4.62682834200001,-74.064335637,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,4,4,0,12,3,0,0,1,100.0,0.0,31
160010232,02,32,Centro Felicidad Chapinero,CENTRO FELICIDAD CHAPINERO,CENTRO FELICIDAD CHAPINERO,Centro Felicidad Chapinero,Centro Felicidad Chapinero,02,Chapinero,CLL 82 # 10 - 69,4.665461842000013,-74.05270783899999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,1,1,1,9,0,0,1,0,100.0,100.0,32
160010233,02,33,Salón Comunal San Isidro,SALON COMUNAL SAN ISIDRO,SALON COMUNAL SAN ISIDRO,Salón Comunal San Isidro,Salón Comunal San Isidro,02,Chapinero,CRA 12A Este # 97 - 61,4.667989569999975,-74.01814590599997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,2,2,2,44,1,0,0,1,100.0,100.0,33
160010237,02,37,Compensar CLL 94,COMPENSAR CALLE 94,COMPENSAR CALLE 94,Compensar CLL 94,Compensar CLL 94,02,Chapinero,CLL 94 # 23 - 43,4.681509432999974,-74.05757925199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,1,1,0,0,1,0,0,0,100.0,0.0,37
160010301,03,01,Colegio Distrital Externado Camilo Torres,CAMILO TORRES,CAMILO TORRES,Colegio Distrital Externado Camilo Torres,Camilo Torres,03,Santa Fe,CRA 7 # 33 - 64,4.620288446000018,-74.06658511799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,7,6,2,17,2,3,0,1,85.7,28.6,1
160010303,03,03,Colegio Distrital Popicarpa Salavarrieta - Sede A,I.E. LEON XIII,I.E. LEON XIII | IE GRAN COLOMBIA | POLICARPA SALAVARRIETA,Colegio Distrital Popicarpa Salavarrieta - Sede A,Policarpa Salavarrieta,03,Santa Fe,CLL 28 # 5 A - 06,4.6149122190000185,-74.06780815299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,9,7,3,11,4,2,1,0,77.8,33.3,3
160010304,03,04,Palacio San Francisco,CENTRO COMERCIAL GRAN PLAZA,CENTRO COMERCIAL GRAN PLAZA | ESC. URB. LA MISERICORDIA,Palacio San Francisco,Palacio San Francisco,03,Santa Fe,CLL 13 (AV Jiménez) # 7 - 56,4.601961524999979,-74.07359544100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,2,0,5,0,2,0,0,66.7,0.0,4
160010305,03,05,Biblioteca Distrital Antonio Nariño,COLISEO LEON XIII,COLISEO LEON XIII | FACULTAD DE ARTES - ASAB,Biblioteca Distrital Antonio Nariño,Facultad De Artes - ASAB,03,Santa Fe,CRA 13 # 14 - 69,4.604598853000027,-74.07837073299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,7,7,1,38,1,2,3,1,100.0,14.3,5
160010306,03,06,Colegio Distrital Efraín Cañavera - Sede B (Los Pinos),LOS LACHES,I.E. LA DESPENSA - CIUDAD VERDE | LOS LACHES,Colegio Distrital Efraín Cañavera - Sede B (Los Pinos),Los Laches,03,Santa Fe,CRA 7 Este # 5 - 20,4.587465473000009,-74.06663596700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,9,8,2,40,3,1,2,2,88.9,22.2,6
160010307,03,07,Centro Comunitario Lourdes,I.E. LEON XIII - CHILOE,CENTRO ORIENTE | I.E. LEON XIII - CHILOE,Centro Comunitario Lourdes,Centro Oriente,03,Santa Fe,"CRA 2 # 4 - 10 /
CRA 2 # 4 - 12",4.5895044700000085,-74.073944853,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,8,7,2,13,4,2,1,0,87.5,25.0,7
160010308,03,08,Colegio Distrital Los Ángeles - Sede B (Santa Inés),SAN BERNARDO,I.E. LA DESPENSA - MARCO FIDEL SUAREZ | SAN BERNARDO,Colegio Distrital Los Ángeles - Sede B (Santa Inés),San Bernardo,03,Santa Fe,"CLL 3 # 11 B - 40 / 
CRA 12 # 3 - 04",4.593608135000011,-74.08471557899998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SANTANDER,3,3,0,5,1,2,0,0,100.0,0.0,8
160010309,03,09,Colegio Distrital Antonio José Uribe,LAS CRUCES,I.E. SOACHA AVANZA LA UNIDAD | LAS CRUCES,Colegio Distrital Antonio José Uribe,Las Cruces,03,Santa Fe,CLL 3 # 9 - 70,4.592220084000019,-74.08225487599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,7,7,2,26,3,2,0,2,100.0,28.6,9
160010310,03,10,Colegio Distrital Jorge Soto del Corral - Sede A,COLEGIO MINUTO DE DIOS CIUDAD VERDE,COLEGIO MINUTO DE DIOS CIUDAD VERDE,Colegio Distrital Jorge Soto del Corral - Sede A,Girardot,03,Santa Fe,"CLL 3 # 1 B - 09 Este /
CLL 3 # 2 - 64 Este",4.587580038999988,-74.07299620499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,1,19,1,0,1,1,100.0,33.3,10
160010311,03,11,Colegio Distrital Aulas Colombianas - Sede A,EL CONSUELO,EL CONSUELO | IE BENEDICTO XVI,Colegio Distrital Aulas Colombianas - Sede A,El Consuelo,03,Santa Fe,CRA 11 Este # 1 A - 85,4.580839076000018,-74.071147499,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,2,1,0,4,0,1,0,0,50.0,0.0,11
160010312,03,12,Antigua Escuela Santa Ines,CENTRO COMERCIAL MERCURIO,CENTRO COMERCIAL MERCURIO,Antigua Escuela Santa Ines,Medicina Legal,03,Santa Fe,CRA 12 A # 7 - 07,4.59753617299998,-74.08290337699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,0,10,1,1,1,0,100.0,0.0,12
160010313,03,13,Parqueadero primer piso edificio Julio Mario Santo Domingo Universidad de los Andes,LAS AGUAS,LAS AGUAS,Parqueadero primer piso edificio Julio Mario Santo Domingo Universidad de los Andes,Las Aguas,03,Santa Fe,CLL 21 # 1 - 20,4.604145635999998,-74.065928601,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,2,2,2,7,0,2,0,0,100.0,100.0,13
160010314,03,14,Colegio Distrital República de Argentina - Sede B (Policarpa Salavarrieta),LAS NIEVES,LAS NIEVES,Colegio Distrital República de Argentina - Sede B (Policarpa Salavarrieta),Las Nieves,03,Santa Fe,CLL 20 # 4 - 68,4.60501358800002,-74.06913089900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA VICTORIA,2,2,1,3,1,1,0,0,100.0,50.0,14
160010316,03,16,Centro Comercial El Gran San,EL GRAN SAN,EL GRAN SAN,Centro Comercial El Gran San,El Gran San,03,Santa Fe,CRA 10 # 9 - 37,4.598662967999985,-74.079125826,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,3,3,1,39,1,0,0,2,100.0,33.3,16
160010318,03,18,Colegio Distrital la Giralda,COLEGIO LA GIRALDA,COLEGIO LA GIRALDA,Colegio Distrital la Giralda,Colegio la Giralda,03,Santa Fe,"CLL 1 # 3 - 58 /
CLL 1 # 3 - 60",4.583296252000025,-74.07918393300002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,1,1,1,0,1,0,0,0,100.0,100.0,18
160010319,03,19,Universidad Jorge Tadeo Lozano (Parqueadero),UNIVERSIDAD JORGE TADEO LOZANO,UNIVERSIDAD JORGE TADEO LOZANO,Universidad Jorge Tadeo Lozano (Parqueadero),Universidad Jorge Tadeo Lozano,03,Santa Fe,"CRA 4 # 22 Int. 1 Ed Módulo 21 / 
CLL 23 # 4 - 47",4.607395404999977,-74.06791989499999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,3,2,1,8,0,1,1,0,66.7,33.3,19
160010321,03,21,Centro Comercial San Martín,CENTRO COMERCIAL SAN MARTIN,CENTRO COMERCIAL SAN MARTIN,Centro Comercial San Martín,Centro Comercial San Martín,03,Santa Fe,"CRA 7 # 32 - 84 / 
CLL 33 # 6B - 95",4.6196559900000125,-74.06767179600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,3,3,1,36,1,0,0,2,100.0,33.3,21
160010322,03,22,Universidad Antonio Nariño,UNIV ANTONIO NARIÑO SANTA FE,UNIV ANTONIO NARIÑO SANTA FE,Universidad Antonio Nariño,Universidad Antonio Nariño Santa Fé,03,Santa Fe,"CRA 7 # 16 -75 
Sede Iberia",4.603251021999995,-74.07257022900001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,1,1,0,4,0,1,0,0,100.0,0.0,22
160010323,03,23,Universidad Central,UNIVERSIDAD CENTRAL,UNIVERSIDAD CENTRAL,Universidad Central,Universidad Central,03,Santa Fe,CRA 5 # 21 - 38,4.606374054000014,-74.06934482399998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,3,2,0,8,0,1,1,0,66.7,0.0,23
160010401,04,01,Colegio Distrital República del Ecuador I.E.D.,LAS BRISAS,IE JORGE ELICER GAITAN SD 1 | LAS BRISAS,Colegio Distrital República del Ecuador I.E.D.,Las Brisas,04,San Cristóbal,"CRA 1 A # 6 C - 50 Sur /
CRA 1 C Este # 6 C - 85 Sur",4.57683851500002,-74.080079093,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,7,7,2,79,1,2,1,3,100.0,28.6,1
160010402,04,02,Colegio Distrital José Félix Restrepo - Sede B,SANTA ANA SUR,I.E. CIUDADELA SUCRE | I.E. JOSE EUSTACIO RIVERA | I.E.FCO.JOSE CALDAS - COSTA H. | SANTA ANA SUR,Colegio Distrital José Félix Restrepo - Sede B,Santa Ana Sur,04,San Cristóbal,CLL 10 A Sur # 3 A - 61,4.577041485999985,-74.08415687399997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,8,4,1,43,1,1,0,2,50.0,12.5,2
160010403,04,03,Colegio Distrital José Félix Restrepo - Sede C,SAN CRISTOBAL SUR,CENTRO EDUCATIVO REGIONAL DE SUCRE CERS | I.E. LA ISLA | I.E.D.LICEO SAMARIO | SAN CRISTOBAL SUR | UNIVERSIDAD DEL VALLE SD YUMBO,Colegio Distrital José Félix Restrepo - Sede C,San Cristóbal Sur,04,San Cristóbal,AV CLL 11 Sur # 4 - 79 Este,4.572707247999972,-74.07945500099999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,19,15,3,99,1,7,2,5,78.9,15.8,3
160010404,04,04,Colegio Distrital San Critóbal - Sede B,LAS MERCEDES,I E JULIO CESAR TURBAY AYALA | IE NIÑO JESUS DE PRAGA SEDE 1 | INST. ED. ANA MARIA VELEZ DE TRUJILLO | LAS MERCEDES,Colegio Distrital San Critóbal - Sede B,Las Mercedes,04,San Cristóbal,CLL 19 Sur # 10C - 44 Este,4.569269679999991,-74.08081979100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,9,8,2,33,4,1,2,1,88.9,22.2,4
160010405,04,05,Colegio Distrital Manuelita Sáenz,SAN BLAS,I. E. GABRIEL GARCIA MARQUEZ | SAN BLAS,Colegio Distrital Manuelita Sáenz,San Blas,04,San Cristóbal,CRA 3 Este # 18 A - 34 Sur,4.571123990999979,-74.08486411199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,10,9,0,47,3,1,4,1,90.0,0.0,5
160010406,04,06,Colegio Distrital José Félix Restrepo - Sede A,PRIMERA DE MAYO,IE LUIS C. GALAN-SD VILLAS DE CASALOMA | PRIMERA DE MAYO,Colegio Distrital José Félix Restrepo - Sede A,Primera de Mayo,04,San Cristóbal,"CRA 6 A # 18 A - 04 Sur / 
CRA 6 # 18 - 02 Sur *",4.574318484000003,-74.09008012100003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,34,28,6,286,6,7,1,14,82.4,17.6,6
160010407,04,07,Colegio Distrital Rafael Nuñez,SOSIEGO,SOSIEGO,Colegio Distrital Rafael Nuñez,Sosiego,04,San Cristóbal,CRA 9 A # 18 - 74 Sur,4.576361586000019,-74.093010118,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,38,29,6,509,0,4,8,17,76.3,15.8,7
160010408,04,08,Colegio privado Salesiano Juan del Rizzo Sede B,JUAN DEL RIZZO,IE BUENOS AIRES SEDE A | JUAN DEL RIZZO,Colegio privado Salesiano Juan del Rizzo Sede B,Juan del Rizzo,04,San Cristóbal,"CLL 27 Sur # 2 B - 59 / 
CLL 27 A Sur # 2 B - 59",4.5670282099999895,-74.09322578500002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,14,13,1,179,0,1,0,12,92.9,7.1,8
160010409,04,09,Colegio Distrital Montebello,MONTEBELLO,MONTEBELLO,Colegio Distrital Montebello,Montebello,04,San Cristóbal,CLL 24 A Sur # 1 A - 95 Este,4.566746818000013,-74.08799157700003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,8,7,2,18,3,3,0,1,87.5,25.0,9
160010410,04,10,Colegio Distrital José Acevedo y Gómez - Sede A,RAMAJAL,RAMAJAL,Colegio Distrital José Acevedo y Gómez - Sede A,Ramajal,04,San Cristóbal,CRA 9 B Este # 28 - 81 Sur,4.56217359499999,-74.08363441199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,3,3,2,46,0,1,0,2,100.0,66.7,10
160010411,04,11,Colegio Distrital José Castro Martínez - Sede A,BELLO HORIZONTE,BELLO HORIZONTE,Colegio Distrital José Castro Martínez - Sede A,Bello Horizonte,04,San Cristóbal,"CLL 31 D Bis Sur # 2 - 24 Este /
CLL 31 D Bis Sur # 2 - 25 Este",4.5599564949999944,-74.09247453299997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,7,7,1,51,0,3,1,3,100.0,14.3,11
160010412,04,12,Colegio Distrital San isidro Sur Oriental - Sede A,SAN ISIDRO,SAN ISIDRO,Colegio Distrital San isidro Sur Oriental - Sede A,San Isidro,04,San Cristóbal,CLL 34 Sur # 7 A - 88,4.565904586999977,-74.10093586300002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,12,11,3,127,2,3,3,3,91.7,25.0,12
160010413,04,13,Colegio Distrital Alemania Unificada - Sede B,PARQUEADERO GUACAMAYAS,PARQUEADERO GUACAMAYAS,Colegio Distrital Alemania Unificada - Sede B,Parqueadero Guacamayas,04,San Cristóbal,CRA 2 L # 38 A - 11 Sur,4.557598894000023,-74.100107218,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,EL SOSIEGO,6,5,1,61,1,1,0,3,83.3,16.7,13
160010414,04,14,Colegio Distrital Juán Evangelista Gómez,SAN MARTIN DE LOBA SUR,SAN MARTIN DE LOBA SUR,Colegio Distrital Juán Evangelista Gómez,San Martín de Loba Sur,04,San Cristóbal,"DIAG 39 Sur # 2 - 10 Este  /
DIAG 39 Sur # 2 - 00 Este",4.552086760999998,-74.09566884600002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA VICTORIA,28,26,5,248,3,8,5,10,92.9,17.9,14
