codigo_puesto_unico,zona_codigo,puesto_codigo,nombre_puesto_dashboard,nombre_puesto_base,nombres_puesto_base_variantes,nombre_puesto_ideca,nombre_sitio,localidad_codigo,localidad,direccion,latitud,longitud,estado_geocodificacion,fuente_geografica,templo_principal,total_testigos,lideres_activos,beneficiarios_mesas_trabajo,referidos_activos_lideres,lideres_ref_0,lideres_ref_1_5,lideres_ref_6_9,lideres_ref_10_mas,pct_lideres_activos,pct_beneficiarios_mesas_trabajo,numero_puesto_ideca
160010717,07,17,Colegio Distrital  Albán Holguín - Sede C,BOSA SAN JOSE,BOSA SAN JOSE,Colegio Distrital  Albán Holguín - Sede C,Bosa San José,07,Bosa,"CRA 89 Bis # 85 A - 20 Sur / 
CRA 80 K # 85 A - 33 Sur",4.613764418000017,-74.209886063,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,6,6,2,16,4,0,2,0,100.0,33.3,17
160010718,07,18,SuperCADE de Bosa,SURBANA,SURBANA,SuperCADE de Bosa,Surbana,07,Bosa,AV CLL 57 R Sur # 72 D - 12,4.597031586000014,-74.16766293699999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,4,3,0,22,0,1,0,2,75.0,0.0,18
160010719,07,19,Colegio Distrital Nuevo Chile,NUEVO CHILE,NUEVO CHILE,Colegio Distrital Nuevo Chile,Nuevo Chile,07,Bosa,CLL 56 Sur # 72 G - 20,4.603305502000012,-74.16626320400002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,17,16,8,119,3,6,2,5,94.1,47.1,19
160010720,07,20,Colegio Distrital Villas del Progreso,SANTA FE DE BOSA,SANTA FE DE BOSA,Colegio Distrital Villas del Progreso,Santa Fé de Bosa,07,Bosa,CRA 102A # 56F - 34 Sur,4.641153610999993,-74.19523999299997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,16,14,12,110,3,5,0,6,87.5,75.0,20
160010721,07,21,Colegio Distrital El Porvenir Sede A,EL PORVENIR,EL PORVENIR,Colegio Distrital El Porvenir Sede A,El Porvenir,07,Bosa,CLL 51 Sur # 91 D - 56,4.635898908999991,-74.18362205699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,12,11,9,61,3,3,3,2,91.7,75.0,21
160010722,07,22,Colegio Distrital Leonardo Posada Pedraza,EL RECREO,EL RECREO,Colegio Distrital Leonardo Posada Pedraza,El Recreo,07,Bosa,CRA 92 # 72 - 42 Sur,4.6275335650000216,-74.20148261100002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,38,34,26,261,7,12,7,8,89.5,68.4,22
160010723,07,23,Colegio Distrital La Esperanza,LA ESPERANZA,LA ESPERANZA,Colegio Distrital La Esperanza,La Esperanza,07,Bosa,"CLL 77 A Sur # 86 - 40 / 
CLL 78 Sur # 79 - 40",4.609695982999995,-74.20536969900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,13,10,5,24,4,5,1,0,76.9,38.5,23
160010724,07,24,Colegio Distrital Francisco de Paula Santander,FRANCISCO DE PAULA SANTANDER,FRANCISCO DE PAULA SANTANDER,Colegio Distrital Francisco de Paula Santander,Francisco de Paula Santander,07,Bosa,CLL 61 Sur # 80 I - 40,4.610871700000018,-74.18477973799997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,7,7,5,52,1,2,2,2,100.0,71.4,24
160010725,07,25,Colegio Distrital Pablo de Tarso - Sede A,PABLO DE TARSO,PABLO DE TARSO,Colegio Distrital Pablo de Tarso - Sede A,Pablo de Tarso,07,Bosa,"CRA 78 J Bis # 65 J - 04 Sur / 
CLL 65 J Sur # 78 J - 21",4.603976957999976,-74.18698567899997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,27,27,16,177,4,12,4,7,100.0,59.3,25
160010726,07,26,Colegio Distrital Santiago de las Atalayas,ATALAYAS,ATALAYAS,Colegio Distrital Santiago de las Atalayas,Atalayas,07,Bosa,"CLL 61 Sur # 103 - 33 / 
CLL 59C Sur # 89B - 45",4.629344928000023,-74.192837511,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,29,27,22,214,6,6,9,6,93.1,75.9,26
160010727,07,27,Colegio Distrital El Porvenir - Sede B,EL RECUERDO SANTAFE,EL RECUERDO SANTAFE,Colegio Distrital El Porvenir - Sede B,El Recuerdo Santafé,07,Bosa,"CLL 58 Sur # 104 A - 04 / 
CLL 58 Sur # 104 A - 50",4.641699962000018,-74.197747843,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,17,16,14,106,6,4,2,4,94.1,82.4,27
160010728,07,28,Colegio Distrital Fe y Alegría San Ignacio,FE Y ALEGRIA SAN IGNACIO,FE Y ALEGRIA SAN IGNACIO,Colegio Distrital Fe y Alegría San Ignacio,Fe y Alegría San Ignacio,07,Bosa,CLL 56 F Sur # 91 D - 14,4.633343233000005,-74.18978479999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,28,25,21,212,2,12,4,7,89.3,75.0,28
160010729,07,29,Colegio Distrital Ciudadela Educativa de Bosa,CIUDADELA EL PORVENIR,CIUDADELA EL PORVENIR,Colegio Distrital Ciudadela Educativa de Bosa,Ciudadela El Porvenir,07,Bosa,CLL 52 Sur # 97 C - 35,4.640829725999993,-74.18721154600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,31,27,15,148,8,9,5,5,87.1,48.4,29
160010730,07,30,Colegio Distrital Carlos Pizarro León Gómez - Sede A,CARLOS PIZARRO LEON GOMEZ,CARLOS PIZARRO LEON GOMEZ,Colegio Distrital Carlos Pizarro León Gómez - Sede A,Carlos Pizarro León Gómez,07,Bosa,CLL 72 Sur # 100 A - 71,4.63560566000001,-74.20486502199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,30,28,22,269,3,9,6,10,93.3,73.3,30
160010731,07,31,Colegio Distrital Gran Colombiano Sede D,NUEVO CARLOS ALBAN,NUEVO CARLOS ALBAN,Colegio Distrital Gran Colombiano Sede D,Nuevo Carlos Albán,07,Bosa,"CLL 72 A Sur # 80 J - 20 / 
CRA 80 J # 72 - 19 Sur",4.608147739999993,-74.19669725799997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,8,7,2,30,2,3,1,1,87.5,25.0,31
160010732,07,32,Colegio Distrital Gran Colombiano Sede A,LAURELES II,LAURELES II,Colegio Distrital Gran Colombiano Sede A,Laureles II,07,Bosa,"CLL 73 F Sur # 80 N Bis - 49 / 
CLL 73 F Sur # 80 N - 41",4.610226665000027,-74.199914192,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,5,5,4,35,0,3,0,2,100.0,80.0,32
160010733,07,33,Nueva Estación,NUEVA ESTACION,NUEVA ESTACION,Nueva Estación,Nueva Estación,07,Bosa,CLL 63 Sur # 78J - 10,4.605178691999981,-74.18230046000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,26,24,15,188,4,11,3,6,92.3,57.7,33
160010734,07,34,Colegio Mixto Villa Carolina,LA INDEPENDENCIA,LA INDEPENDENCIA,Colegio Mixto Villa Carolina,La Independencia,07,Bosa,"CRA 87 C # 69 A - 80 Sur / 
CLL 69 B Sur # 87 B - 32",4.620747999999992,-74.19478500000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,12,12,8,79,3,4,1,4,100.0,66.7,34
160010735,07,35,Colegio Distrital Bosa Nova,BOSANOVA,BOSANOVA,Colegio Distrital Bosa Nova,Bosanova,07,Bosa,CLL 59 B Sur # 87 B - 02,4.622721000000013,-74.18837300000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CHAPINERO,1,1,0,2,0,1,0,0,100.0,0.0,35
160010736,07,36,Colegio Distrital Llano Oriental,LLANO ORIENTAL,LLANO ORIENTAL,Colegio Distrital Llano Oriental,Llano Oriental,07,Bosa,"CLL 73 B Sur # 78 A Bis - 15 / 
CLL 73 B Sur # 78 A - 15",4.603365074999999,-74.19999755999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,2,2,1,17,0,1,0,1,100.0,50.0,36
160010737,07,37,Colegio Distrital Carlos Albán Holguín Sede B,CARBONELL,CARBONELL,Colegio Distrital Carlos Albán Holguín Sede B,Carbonell,07,Bosa,DIAG 71 C Bis A Sur # 77 G - 15,4.599669000000006,-74.19771600000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,1,6,1,2,0,0,100.0,33.3,37
160010738,07,38,Colegio Distrital CEDID San Pablo Sede C,NUEVA GRANADA BOSA,NUEVA GRANADA BOSA,Colegio Distrital CEDID San Pablo Sede C,Nueva Granada,07,Bosa,"CLL 70 Bis Sur # 77 L - 05 /
CLL 70 A Sur # 77 L - 06",4.600995000000012,-74.19226099999997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,2,2,0,3,1,1,0,0,100.0,0.0,38
160010739,07,39,Colegio Distrital Los Naranjos,NARANJOS,NARANJOS,Colegio Distrital Los Naranjos,Naranjos,07,Bosa,CRA 80 M # 71 C - 31 Sur,4.609037999999998,-74.19487900000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,8,8,4,107,1,3,1,3,100.0,50.0,39
160010740,07,40,Colegio Distrital Kimy Pernia,CAMPO VERDE - POTRERITOS,CAMPO VERDE - POTRERITOS,Colegio Distrital Kimy Pernia,Campo Verde - Potreritos,07,Bosa,CLL 82 Sur # 89 - 21,4.622137000000009,-74.20795900000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,26,26,20,179,2,11,7,6,100.0,76.9,40
160010741,07,41,Colegio Claretiano de Bosa,CLARETIANO,CLARETIANO,Colegio Claretiano de Bosa,Claretiano,07,Bosa,"CLL 60 Sur # 80 K - 02 / 
CLL 60 Sur # 80 H - 58",4.61186041000002,-74.18399516,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,30,30,20,203,8,12,5,5,100.0,66.7,41
160010742,07,42,Gimnasio Santa Rocio,VILLA DEL RIO II,VILLA DEL RIO II,Gimnasio Santa Rocio,Villa del Río II,07,Bosa,CRA 68D # 54A - 31 Sur,4.602399999999989,-74.16000000000003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,8,7,4,28,1,5,0,1,87.5,50.0,42
160010743,07,43,Colegio Distrital Brasilia Bosa Sede B,HOLANDA,HOLANDA,Colegio Distrital Brasilia Bosa Sede B,Holanda,07,Bosa,CRA 87J # 55 - 06 Sur,4.626800000000003,-74.18560000000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,7,6,5,25,4,0,1,1,85.7,71.4,43
160010744,07,44,Colegio Distrital German Arciniegas Sede A,PORTAL DE BRASIL,PORTAL DE BRASIL,Colegio Distrital German Arciniegas Sede A,Portal de Brasil,07,Bosa,CRA 88I # 54B - 44 Sur,4.630499999999984,-74.18509999999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,7,7,6,40,2,0,4,1,100.0,85.7,44
160010745,07,45,Colegio Distrital Alfonso López Michelsen,RECREO MICHELSEN,RECREO MICHELSEN,Colegio Distrital Alfonso López Michelsen,Recreo – Michelsen,07,Bosa,CRA 98B # 74 - 68 Sur,4.631399998999996,-74.20659999999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,30,26,21,179,9,7,2,8,86.7,70.0,45
160010746,07,46,Colegio Distrital CEDID San Pablo Sede A,CEDID SAN PABLO,CEDID SAN PABLO,Colegio Distrital CEDID San Pablo Sede A,CEDID San Pablo,07,Bosa,CRA 77L # 65J - 73 Sur,4.599800000000016,-74.18759999999997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,27,26,17,97,10,11,0,5,96.3,63.0,46
160010747,07,47,Colegio Distrital Luis Lopez de Mesa - Sede Nueva,LA ACUARELA,LA ACUARELA,Colegio Distrital Luis Lopez de Mesa - Sede Nueva,La Acuarela,07,Bosa,CRA 77J # 65A - 38 Sur,4.598299999999995,-74.18180000000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,43,41,30,523,4,13,7,17,95.3,69.8,47
160010748,07,48,Colegio Miguel Ángel Asturias,MIGUEL ANGEL ASTURIAS,MIGUEL ANGEL ASTURIAS,Colegio Miguel Ángel Asturias,Miguel Ángel Asturias,07,Bosa,CRA 78 D # 59 A - 18 Sur,4.603579111999977,-74.18020678800002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,8,7,4,25,2,3,1,1,87.5,50.0,48
160010749,07,49,Coliseo la Palestina,COLISEO LA PALESTINA,COLISEO LA PALESTINA,Coliseo la Palestina,Coliseo la Palestina,07,Bosa,CLL 68 Sur # 81 G - 09,4.612073759999987,-74.19132801799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,0,11,2,0,0,1,100.0,0.0,49
160010750,07,50,Colegio Privado Liceo Alfredo Nóbel,ALFREDO NOBEL,ALFREDO NOBEL,Colegio Privado Liceo Alfredo Nóbel,Alfredo Nóbel,07,Bosa,TRV 80 B # 65 I - 25 Sur,4.606167819999996,-74.18766827899998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,5,5,3,20,0,4,0,1,100.0,60.0,50
160010751,07,51,Liceo Manuel Elkin Patarroyo,MANUEL ELKIN PATARROYO,MANUEL ELKIN PATARROYO,Liceo Manuel Elkin Patarroyo,Manuel Elkin Patarroyo,07,Bosa,CRA 81 A # 82 A - 18 Sur,4.613195066000003,-74.206021051,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,11,11,5,249,2,3,0,6,100.0,45.5,51
160010752,07,52,Parque IDRD,PARQUE AUTOPISTA SUR PAVCO,PARQUE AUTOPISTA SUR PAVCO,Parque IDRD,Parque Autopista Sur PAVCO,07,Bosa,"CRA 72 # 57 H - 94 Sur /
CRA 72 # 57 H - 92 Sur",4.596569132000013,-74.16398014499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,1,12,1,1,1,0,100.0,33.3,52
160010753,07,53,Jardín Infantil Olarte – SDIS,JARDIN INFANTIL OLARTE,JARDIN INFANTIL OLARTE,Jardín Infantil Olarte – SDIS,Jardín Infantil Olarte,07,Bosa,CRA 71 D # 54 - 15 Sur,4.6031488890000105,-74.163234794,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,3,3,1,7,1,2,0,0,100.0,33.3,53
160010754,07,54,Gimnasio Los Sauces,GIMNASIO LOS SAUCES,GIMNASIO LOS SAUCES,Gimnasio Los Sauces,Gimnasio Los Sauces,07,Bosa,"CRA 88 F Bis # 51 C - 01 Sur / 
CRA 88 I # 51C - 10 Sur",4.631003803999988,-74.182286251,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,9,9,6,114,0,1,3,5,100.0,66.7,54
160010755,07,55,Colegio Claretiano El Libertador,CLARETIANO EL LIBERTADOR,CLARETIANO EL LIBERTADOR,Colegio Claretiano El Libertador,Claretiano - El Libertador,07,Bosa,CLL 61 Sur # 80 H - 40,4.610117727999977,-74.18431697900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,3,3,1,15,2,0,0,1,100.0,33.3,55
160010756,07,56,Gimnasio Real Americano - Sede B,GIMNASIO REAL AMERICANO,GIMNASIO REAL AMERICANO,Gimnasio Real Americano - Sede B,Gimnasio Real Americano,07,Bosa,CLL 62 A Sur # 91 A - 35,4.629848510999977,-74.19528367200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,12,10,9,55,1,5,1,3,83.3,75.0,56
160010757,07,57,Liceo Ciudad Capital,LICEO CIUDAD CAPITAL,LICEO CIUDAD CAPITAL,Liceo Ciudad Capital,Liceo Ciudad Capital,07,Bosa,CLL 65 Sur # 100 A - 51,4.637518247000003,-74.20114482100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,23,22,14,129,3,9,2,8,95.7,60.9,57
160010758,07,58,Colegio Distrital Orlando Higuita Rojas Sede B - Juan Maximiliano Ambrosio,JUAN MAXIMILIANO AMBROSIO,JUAN MAXIMILIANO AMBROSIO,Colegio Distrital Orlando Higuita Rojas Sede B - Juan Maximiliano Ambrosio,Juan Maximiliano Ambrosio,07,Bosa,CLL 57 Sur # 86 F - 30,4.622818268000003,-74.18473898299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,6,5,4,80,0,0,2,3,83.3,66.7,58
160010759,07,59,Instituto GUIMARC,INSTITUTO GUIMARC,INSTITUTO GUIMARC,Instituto GUIMARC,Instituto GUIMARC,07,Bosa,CLL 71 C Sur # 77 M - 53,4.602298087000008,-74.19576440600002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,1,1,0,0,1,0,0,0,100.0,0.0,59
160010760,07,60,Colegio Colsubsidio Chicalá,COLEGIO COLSUBSIDIO CHICALA,COLEGIO COLSUBSIDIO CHICALA,Colegio Colsubsidio Chicalá,Colegio Colsubsidio Chicalá,07,Bosa,CRA 87 # 53 C - 26 Sur,4.625223077999976,-74.181015301,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,21,16,13,64,5,5,5,1,76.2,61.9,60
160010761,07,61,Colegio Mixto Ciudadanos del Futuro,COLEGIO CIUDADANOS DEL FUTURO,COLEGIO CIUDADANOS DEL FUTURO,Colegio Mixto Ciudadanos del Futuro,Colegio Ciudadanos del Futuro,07,Bosa,CRA 88 I # 58 A - 12 Sur,4.628029753000021,-74.19070919,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,26,22,14,123,5,9,1,7,84.6,53.8,61
160010762,07,62,Centro Comercial Gran Plaza Bosa,CC GRAN PLAZA BOSA,CC GRAN PLAZA BOSA,Centro Comercial Gran Plaza Bosa,C.C. Gran Plaza Bosa,07,Bosa,CLL 65 Sur # 78H - 51,4.605002732000003,-74.18379218199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,38,33,22,279,11,9,1,12,86.8,57.9,62
160010763,07,63,Colegio Distrital La Concepción Sede C ,LA CONCEPCION,LA CONCEPCION,Colegio Distrital La Concepción Sede C ,La Concepción,07,Bosa,CRA 87 C # 67 - 18 Sur,4.6216910329999905,-74.193314343,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,11,11,8,32,1,8,2,0,100.0,72.7,63
160010764,07,64,Colegio Distrital Villas del Progreso,VILLAS DEL PROGRESO,VILLAS DEL PROGRESO,Colegio Distrital Villas del Progreso,Villas del Progreso,07,Bosa,CRA 89 Bis A # 72 A - 13 Sur,4.6251494289999755,-74.20077282900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,9,8,7,108,2,0,2,4,88.9,77.8,64
160010765,07,65,Colegio Privado Liceo Cultural López Osorio,LICEO LOPEZ OSORIO,LICEO LOPEZ OSORIO,Colegio Privado Liceo Cultural López Osorio,Liceo López Osorio,07,Bosa,"CLL 71 Sur # 87N-15 /
CLL 71 Sur # 87N - 21",4.622339260999979,-74.198149274,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,6,6,5,59,1,1,1,3,100.0,83.3,65
160010766,07,66,Colegio Distrital Soledad Acosta de Samper,SOLEDAD ACOSTA DE SAMPER,SOLEDAD ACOSTA DE SAMPER,Colegio Distrital Soledad Acosta de Samper,Soledad Acosta de Samper,07,Bosa,CLL 50 Sur # 98 B - 70,4.643221316999984,-74.18609409200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,15,14,12,126,1,7,2,4,93.3,80.0,66
160010767,07,67,Colegio Distrital La Bici,CLARELANDIA,CLARELANDIA,Colegio Distrital La Bici,Clarelandia,07,Bosa,CRA 81 A # 58 J - 45 Sur,4.613736313999993,-74.18236763200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,4,3,3,29,1,1,0,1,75.0,75.0,67
160010768,07,68,Colegio Distrital Jorge Isaacs,COLEGIO JORGE ISAACS,COLEGIO JORGE ISAACS,Colegio Distrital Jorge Isaacs,Colegio Jorge Isaacs,07,Bosa,"CLL 73 Sur # 91- 35 / 
CLL 73 Sur # 91- 05",4.626632614000016,-74.20192807299998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,15,13,7,113,5,3,1,4,86.7,46.7,68
160010769,07,69,Colegio Privado Garabatos de Colores,GIMNASIO GARABATOS DE COLORES,GIMNASIO GARABATOS DE COLORES,Colegio Privado Garabatos de Colores,Gimnasio Garabatos de Colores,07,Bosa,CLL 65 G Sur # 79 B - 20,4.605811539000001,-74.18643816399998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,1,1,0,1,0,1,0,0,100.0,0.0,69
160010770,07,70,Colegio Distrital Parques De Bogotá,PARQUES DE BOGOTA,PARQUES DE BOGOTA,Colegio Distrital Parques De Bogotá,Parques de Bogotá,07,Bosa,CLL 85 Sur # 94 - 55,4.626093818000015,-74.21173341399998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,25,22,16,176,4,11,2,5,88.0,64.0,70
160010771,07,71,Colegio Distrital Bicentenario de La Independencia,BICENTENARIO DE LA INDEPENDENCIA,BICENTENARIO DE LA INDEPENDENCIA,Colegio Distrital Bicentenario de La Independencia,Bicentenario de La Independencia,07,Bosa,"CLL 81 Sur # 81 - 75
",4.614984477999997,-74.20381150999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,1,1,1,36,0,0,0,1,100.0,100.0,71
160010772,07,72,Institución Educativa Distrital Esmeralda Arboleda Cadavid I.E.D.,ESMERALDA ARBOLEDA,ESMERALDA ARBOLEDA,Institución Educativa Distrital Esmeralda Arboleda Cadavid I.E.D.,Esmeralda Arboleda,07,Bosa,CLL 71A Sur # 83B - 30,4.6159168610000165,-74.194897997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,1,1,1,4,0,1,0,0,100.0,100.0,72
160010775,07,75,Institución Educativa Distrital Laura Herrera de Varela I.E.D.,LAURA HERRERA,LAURA HERRERA,Institución Educativa Distrital Laura Herrera de Varela I.E.D.,Laura Herrera,07,Bosa,CRA 89 B # 54 F 20 Sur- Bosa Brasil,4.631588129000022,-74.18737621899999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,3,2,2,5,1,1,0,0,66.7,66.7,75
160010776,07,76,Institución Educativa Distrital Nuevo Chile I.E.D. Sede B,RODRIGO DE BASTIDAS,RODRIGO DE BASTIDAS,Institución Educativa Distrital Nuevo Chile I.E.D. Sede B,Rodrigo de Bastidas,07,Bosa,CLL 56 A Sur # 72 A 54,4.601654800999995,-74.16482197900001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,1,1,1,23,0,0,0,1,100.0,100.0,76
160010777,07,77,Institución Educativa Distrital Ciudadela El Recreo Sonia Osorio de Saint-Malo I.E.D. ,SONIA OSORIO,SONIA OSORIO,Institución Educativa Distrital Ciudadela El Recreo Sonia Osorio de Saint-Malo I.E.D. ,Sonia Osorio,07,Bosa,CRA 97 C # 65-02 Sur,4.633954646999996,-74.19915535500002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,19,19,15,269,3,3,7,6,100.0,78.9,77
160010779,07,79,Institución Educativa Distrital Brasilia Bosa Sede D I.E.D.,SENDEROS DE PORVENIR PRIMERA INFANCIA,SENDEROS DE PORVENIR PRIMERA INFANCIA,Institución Educativa Distrital Brasilia Bosa Sede D I.E.D.,Senderos de Porvenir Primera Infancia ,07,Bosa,CRA 98 # 54C-04 Sur,4.639013544000022,-74.18989756799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA RECREO,7,7,7,43,1,3,0,3,100.0,100.0,79
160010780,07,80,Almacén Jumbo Autopista Sur,JUMBO AUTOPISTA SUR,JUMBO AUTOPISTA SUR,Almacén Jumbo Autopista Sur,Jumbo Autopista Sur ,07,Bosa,CLL 57R Sur # 72-20,4.5962080919999835,-74.166338526,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,BOSA LA ESTACION,2,2,2,13,0,1,0,1,100.0,100.0,80
160010801,08,01,Colegio Distrital Class - Sede A,COLEGIO DISTRITAL CLASS SEDE A,COLEGIO DISTRITAL CLASS SEDE A,Colegio Distrital Class - Sede A,Colegio Distrital Class - Sede A,08,Kennedy,CRA 80 I # 57 B - 50 Sur,4.614181762999976,-74.17890293099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,9,8,6,90,1,0,2,5,88.9,66.7,1
160010802,08,02,Colegio Distrital Rómulo Gallegos,COL. CLASS IED SEDE C,COL. CLASS IED SEDE C,Colegio Distrital Rómulo Gallegos,Col Class IED - Sede C,08,Kennedy,CLL 57 A Sur # 78 N - 21,4.610423379999986,-74.17402687200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,30,28,21,391,4,3,6,15,93.3,70.0,2
160010803,08,03,Colegio Distrital Villa Rica - Sede A,COLEGIO DISTRITAL VILLA RICA - SEDE A,COLEGIO DISTRITAL VILLA RICA - SEDE A,Colegio Distrital Villa Rica - Sede A,Colegio Distrital Villa Rica - Sede A,08,Kennedy,CRA 77 K Bis A # 50 - 26 Sur,4.605662527999982,-74.16713612199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,9,9,5,84,0,0,5,4,100.0,55.6,3
160010804,08,04,Colegio Distrital Las Américas - Sede B (San Rafaél),CATALINA,CATALINA,Colegio Distrital Las Américas - Sede B (San Rafaél),Catalina,08,Kennedy,CLL 52 A Sur # 77 W - 05,4.6100111659999925,-74.16898937600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,19,19,8,311,6,3,3,7,100.0,42.1,4
160010805,08,05,Salón Comunal Casablanca 32,CASABLANCA 32,CASABLANCA 32,Salón Comunal Casablanca 32,Casablanca 32,08,Kennedy,CRA 79 F # 46 - 16 Sur,4.618398016000015,-74.16793260399999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,25,25,13,314,3,6,4,12,100.0,52.0,5
160010806,08,06,Colegio Distrital Gran Britalia - Sede B,BRITALIA,BRITALIA,Colegio Distrital Gran Britalia - Sede B,Britalia,08,Kennedy,CLL 47 A Sur # 82 - 99,4.625309594999976,-74.17301132799997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,14,14,7,261,2,1,2,9,100.0,50.0,6
